,date,time,ticket_number,article,Quantity,unit_price
706,2021-01-02,13:40,150219.0,GAL FRANGIPANE 6P,1.0,"12,00 €"
707,2021-01-02,13:40,150219.0,PAIN AU CHOCOLAT,3.0,"1,20 €"
708,2021-01-02,13:40,150219.0,CROISSANT,1.0,"1,10 €"
709,2021-01-02,13:40,150219.0,QUIM BREAD,2.0,"1,00 €"
712,2021-01-02,13:41,150220.0,COUPE,1.0,"0,15 €"
713,2021-01-02,13:41,150220.0,CAMPAGNE,1.0,"1,80 €"
716,2021-01-02,13:42,150221.0,COMPLET,1.0,"1,50 €"
719,2021-01-02,13:44,150222.0,VIK BREAD,1.0,"2,50 €"
720,2021-01-02,13:44,150222.0,COUPE,1.0,"0,15 €"
721,2021-01-02,13:44,150222.0,COMPLET,1.0,"1,50 €"
722,2021-01-02,13:44,150222.0,COUPE,1.0,"0,15 €"
725,2021-01-02,13:49,150223.0,PAIN,1.0,"1,15 €"
728,2021-01-02,13:55,150224.0,CAMPAGNE,1.0,"1,80 €"
729,2021-01-02,13:55,150224.0,BOULE 400G,1.0,"1,50 €"
730,2021-01-02,13:55,150224.0,COUPE,1.0,"0,15 €"
731,2021-01-02,13:55,150224.0,COUPE,1.0,"0,15 €"
734,2021-01-02,14:00,150225.0,COMPLET,1.0,"1,50 €"
739,2021-01-03,08:48,150227.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
740,2021-01-03,08:48,150227.0,BANETTE,1.0,"1,05 €"
743,2021-01-03,08:58,150228.0,DEMI BAGUETTE,1.0,"0,45 €"
746,2021-01-03,09:00,150229.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
749,2021-01-03,09:17,150230.0,TRADITIONAL BAGUETTE,6.0,"1,20 €"
750,2021-01-03,09:17,150230.0,BRIOCHE,1.0,"5,00 €"
753,2021-01-03,09:18,150231.0,CROISSANT,2.0,"1,10 €"
754,2021-01-03,09:18,150231.0,PAIN AU CHOCOLAT,10.0,"1,20 €"
757,2021-01-03,09:19,150232.0,GAL FRANGIPANE 4P,1.0,"8,00 €"
758,2021-01-03,09:19,150232.0,VIK BREAD,1.0,"2,50 €"
759,2021-01-03,09:19,150232.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
760,2021-01-03,09:19,150232.0,PAIN AU CHOCOLAT,3.0,"1,20 €"
761,2021-01-03,09:19,150232.0,BAGUETTE,1.0,"0,90 €"
764,2021-01-03,09:23,150233.0,BANETTE,1.0,"1,05 €"
767,2021-01-03,09:28,150234.0,BOULE 400G,1.0,"1,50 €"
768,2021-01-03,09:28,150234.0,GAL FRANGIPANE 4P,1.0,"8,00 €"
771,2021-01-03,09:29,150235.0,PAIN AU CHOCOLAT,1.0,"1,20 €"
772,2021-01-03,09:29,150235.0,COOKIE,1.0,"1,00 €"
775,2021-01-03,09:33,150236.0,KOUIGN AMANN,2.0,"2,10 €"
776,2021-01-03,09:33,150236.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
777,2021-01-03,09:33,150236.0,CROISSANT,2.0,"1,10 €"
778,2021-01-03,09:33,150236.0,COOKIE,1.0,"1,00 €"
779,2021-01-03,09:33,150236.0,GD KOUIGN AMANN,2.0,"7,50 €"
782,2021-01-03,09:33,150237.0,CROISSANT,2.0,"1,10 €"
783,2021-01-03,09:33,150237.0,BANETTINE,1.0,"0,60 €"
786,2021-01-03,09:34,150238.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
789,2021-01-03,09:37,150239.0,CROISSANT,4.0,"1,10 €"
790,2021-01-03,09:37,150239.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
791,2021-01-03,09:37,150239.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
794,2021-01-03,09:38,150240.0,CROISSANT,2.0,"1,10 €"
795,2021-01-03,09:38,150240.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
796,2021-01-03,09:38,150240.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
799,2021-01-03,09:39,150241.0,TRADITIONAL BAGUETTE,5.0,"1,20 €"
802,2021-01-03,09:40,150242.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
805,2021-01-03,09:42,150243.0,BAGUETTE,3.0,"0,90 €"
808,2021-01-03,09:50,150244.0,CHAUSSON AUX POMMES,2.0,"1,40 €"
809,2021-01-03,09:50,150244.0,TRADITIONAL BAGUETTE,4.0,"1,20 €"
812,2021-01-03,09:51,150245.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
813,2021-01-03,09:51,150245.0,CROISSANT,1.0,"1,10 €"
814,2021-01-03,09:51,150245.0,PAIN AUX RAISINS,1.0,"1,40 €"
815,2021-01-03,09:51,150245.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
818,2021-01-03,09:52,150246.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
821,2021-01-03,09:53,150247.0,GAL FRANGIPANE 4P,1.0,"8,00 €"
822,2021-01-03,09:53,150247.0,BANETTINE,1.0,"0,60 €"
825,2021-01-03,09:58,150248.0,CROISSANT,2.0,"1,10 €"
826,2021-01-03,09:58,150248.0,BAGUETTE,1.0,"0,90 €"
829,2021-01-03,09:59,150249.0,COUPE,1.0,"0,15 €"
830,2021-01-03,09:59,150249.0,VIK BREAD,1.0,"2,50 €"
831,2021-01-03,09:59,150249.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
832,2021-01-03,09:59,150249.0,GAL FRANGIPANE 4P,1.0,"8,00 €"
835,2021-01-03,10:04,150250.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
836,2021-01-03,10:04,150250.0,FICELLE,1.0,"0,60 €"
837,2021-01-03,10:04,150250.0,PAIN AU CHOCOLAT,1.0,"1,20 €"
838,2021-01-03,10:04,150250.0,CROISSANT,1.0,"1,10 €"
841,2021-01-03,10:15,150251.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
844,2021-01-03,10:24,150252.0,CROISSANT,6.0,"1,10 €"
845,2021-01-03,10:24,150252.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
848,2021-01-03,10:24,150253.0,BANETTE,2.0,"1,05 €"
851,2021-01-03,10:25,150254.0,BANETTE,1.0,"1,05 €"
852,2021-01-03,10:25,150254.0,GAL FRANGIPANE 4P,1.0,"8,00 €"
855,2021-01-03,10:26,150255.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
858,2021-01-03,10:27,150256.0,BRIOCHE,1.0,"5,00 €"
859,2021-01-03,10:27,150256.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
862,2021-01-03,10:27,150257.0,TRADITIONAL BAGUETTE,4.0,"1,20 €"
865,2021-01-03,10:31,150258.0,COUPE,1.0,"0,15 €"
866,2021-01-03,10:31,150258.0,CROISSANT,2.0,"1,10 €"
867,2021-01-03,10:31,150258.0,BOULE 400G,1.0,"1,50 €"
868,2021-01-03,10:31,150258.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
869,2021-01-03,10:31,150258.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
872,2021-01-03,10:31,150259.0,BAGUETTE,1.0,"0,90 €"
875,2021-01-03,10:32,150260.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
876,2021-01-03,10:32,150260.0,GAL FRANGIPANE 6P,1.0,"12,00 €"
879,2021-01-03,10:38,150261.0,CHAUSSON AUX POMMES,1.0,"1,40 €"
880,2021-01-03,10:38,150261.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
881,2021-01-03,10:38,150261.0,KOUIGN AMANN,1.0,"2,10 €"
884,2021-01-03,10:38,150262.0,CROISSANT,4.0,"1,10 €"
885,2021-01-03,10:38,150262.0,BAGUETTE,1.0,"0,90 €"
886,2021-01-03,10:38,150262.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
889,2021-01-03,10:40,150263.0,BOULE 200G,1.0,"1,10 €"
890,2021-01-03,10:40,150263.0,CROISSANT,3.0,"1,10 €"
891,2021-01-03,10:40,150263.0,COUPE,1.0,"0,15 €"
892,2021-01-03,10:40,150263.0,BAGUETTE,1.0,"0,90 €"
895,2021-01-03,10:41,150264.0,BAGUETTE,1.0,"0,90 €"
898,2021-01-03,10:41,150265.0,BAGUETTE,-1.0,"0,90 €"
901,2021-01-03,10:41,150266.0,BAGUETTE,1.0,"0,90 €"
904,2021-01-03,10:42,150267.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
907,2021-01-03,10:43,150268.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
910,2021-01-03,10:43,150269.0,BANETTINE,1.0,"0,60 €"
913,2021-01-03,10:43,150270.0,BAGUETTE GRAINE,2.0,"1,30 €"
916,2021-01-03,10:45,150271.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
917,2021-01-03,10:45,150271.0,BAGUETTE,2.0,"0,90 €"
920,2021-01-03,10:49,150272.0,FICELLE,1.0,"0,60 €"
921,2021-01-03,10:49,150272.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
924,2021-01-03,10:51,150273.0,COUPE,1.0,"0,15 €"
925,2021-01-03,10:51,150273.0,CAMPAGNE,1.0,"1,80 €"
928,2021-01-03,10:52,150274.0,BRIOCHE,1.0,"5,00 €"
931,2021-01-03,10:52,150275.0,BOULE 400G,1.0,"1,50 €"
934,2021-01-03,10:53,150276.0,BAGUETTE,1.0,"0,90 €"
935,2021-01-03,10:53,150276.0,DEMI BAGUETTE,1.0,"0,45 €"
936,2021-01-03,10:53,150276.0,QUIM BREAD,1.0,"1,00 €"
939,2021-01-03,10:55,150277.0,GAL POMME 4P,1.0,"8,00 €"
942,2021-01-03,10:56,150278.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
943,2021-01-03,10:56,150278.0,CEREAL BAGUETTE,2.0,"1,25 €"
944,2021-01-03,10:56,150278.0,CROISSANT,4.0,"1,10 €"
947,2021-01-03,10:56,150279.0,BAGUETTE,1.0,"0,90 €"
950,2021-01-03,10:57,150280.0,BANETTE,1.0,"1,05 €"
953,2021-01-03,10:58,150281.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
956,2021-01-03,11:01,150282.0,BANETTE,1.0,"1,05 €"
959,2021-01-03,11:04,150283.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
962,2021-01-03,11:05,150284.0,COUPE,1.0,"0,15 €"
963,2021-01-03,11:05,150284.0,BOULE 200G,1.0,"1,10 €"
966,2021-01-03,11:07,150285.0,CROISSANT,3.0,"1,10 €"
967,2021-01-03,11:07,150285.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
970,2021-01-03,11:08,150286.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
973,2021-01-03,11:09,150287.0,GAL FRANGIPANE 6P,1.0,"12,00 €"
974,2021-01-03,11:09,150287.0,BAGUETTE,1.0,"0,90 €"
977,2021-01-03,11:11,150288.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
980,2021-01-03,11:14,150289.0,BAGUETTE,1.0,"0,90 €"
983,2021-01-03,11:15,150290.0,CROISSANT,1.0,"1,10 €"
984,2021-01-03,11:15,150290.0,CEREAL BAGUETTE,2.0,"1,25 €"
987,2021-01-03,11:16,150291.0,DIVERS CONFISERIE,1.0,"3,00 €"
988,2021-01-03,11:16,150291.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
991,2021-01-03,11:17,150292.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
994,2021-01-03,11:18,150293.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
995,2021-01-03,11:18,150293.0,COUPE,1.0,"0,15 €"
996,2021-01-03,11:18,150293.0,BOULE 400G,1.0,"1,50 €"
999,2021-01-03,11:19,150294.0,QUIM BREAD,1.0,"1,00 €"
1000,2021-01-03,11:19,150294.0,BANETTE,1.0,"1,05 €"
1001,2021-01-03,11:19,150294.0,CROISSANT,1.0,"1,10 €"
1004,2021-01-03,11:22,150295.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1007,2021-01-03,11:23,150296.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1010,2021-01-03,11:24,150297.0,GAL FRANGIPANE 4P,1.0,"8,00 €"
1013,2021-01-03,11:24,150298.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1016,2021-01-03,11:25,150299.0,GAL FRANGIPANE 4P,1.0,"8,00 €"
1017,2021-01-03,11:25,150299.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1020,2021-01-03,11:26,150300.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1021,2021-01-03,11:26,150300.0,PAIN AU CHOCOLAT,4.0,"1,20 €"
1024,2021-01-03,11:27,150301.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1025,2021-01-03,11:27,150301.0,GAL POMME 4P,1.0,"8,00 €"
1028,2021-01-03,11:28,150302.0,GAL FRANGIPANE 6P,1.0,"12,00 €"
1029,2021-01-03,11:28,150302.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
1032,2021-01-03,11:29,150303.0,BAGUETTE GRAINE,1.0,"1,30 €"
1035,2021-01-03,11:30,150304.0,COUPE,2.0,"0,15 €"
1036,2021-01-03,11:30,150304.0,CAMPAGNE,2.0,"1,80 €"
1039,2021-01-03,11:30,150305.0,PAIN AU CHOCOLAT,2.0,"1,20 €"
1040,2021-01-03,11:30,150305.0,CROISSANT,4.0,"1,10 €"
1043,2021-01-03,11:31,150306.0,GAL FRANGIPANE 6P,1.0,"12,00 €"
1044,2021-01-03,11:31,150306.0,CROISSANT,2.0,"1,10 €"
1045,2021-01-03,11:31,150306.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1048,2021-01-03,11:32,150307.0,BANETTE,1.0,"1,05 €"
1051,2021-01-03,11:33,150308.0,GAL FRANGIPANE 6P,1.0,"12,00 €"
1052,2021-01-03,11:33,150308.0,FICELLE,1.0,"0,60 €"
1055,2021-01-03,11:35,150309.0,GAL POMME 6P,1.0,"12,00 €"
1058,2021-01-03,11:36,150310.0,BAGUETTE,1.0,"0,90 €"
1061,2021-01-03,11:36,150311.0,GD KOUIGN AMANN,1.0,"7,50 €"
1062,2021-01-03,11:36,150311.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1065,2021-01-03,11:37,150312.0,BAGUETTE,1.0,"0,90 €"
1068,2021-01-03,11:38,150313.0,GAL POMME 4P,1.0,"8,00 €"
1071,2021-01-03,11:39,150314.0,CROISSANT,4.0,"1,10 €"
1072,2021-01-03,11:39,150314.0,CEREAL BAGUETTE,1.0,"1,25 €"
1075,2021-01-03,11:39,150315.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1078,2021-01-03,11:40,150316.0,CROISSANT,2.0,"1,10 €"
1079,2021-01-03,11:40,150316.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1082,2021-01-03,11:41,150317.0,PAIN,2.0,"1,15 €"
1085,2021-01-03,11:41,150318.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1088,2021-01-03,11:42,150319.0,BANETTE,5.0,"1,05 €"
1091,2021-01-03,11:42,150320.0,PAIN,1.0,"1,15 €"
1094,2021-01-03,11:43,150321.0,COUPE,1.0,"0,15 €"
1095,2021-01-03,11:43,150321.0,BOULE 400G,1.0,"1,50 €"
1096,2021-01-03,11:43,150321.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1099,2021-01-03,11:44,150322.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1102,2021-01-03,11:45,150323.0,CROISSANT,4.0,"1,10 €"
1103,2021-01-03,11:45,150323.0,BAGUETTE,1.0,"0,90 €"
1106,2021-01-03,11:45,150324.0,BANETTE,1.0,"1,05 €"
1109,2021-01-03,11:46,150325.0,CEREAL BAGUETTE,2.0,"1,25 €"
1112,2021-01-03,11:46,150326.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1115,2021-01-03,11:47,150327.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1118,2021-01-03,11:47,150328.0,BAGUETTE,1.0,"0,90 €"
1121,2021-01-03,11:49,150329.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1124,2021-01-03,11:51,150330.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
1127,2021-01-03,11:53,150331.0,CEREAL BAGUETTE,2.0,"1,25 €"
1130,2021-01-03,11:54,150332.0,VIK BREAD,1.0,"2,50 €"
1131,2021-01-03,11:54,150332.0,BANETTE,1.0,"1,05 €"
1134,2021-01-03,11:55,150333.0,COUPE,1.0,"0,15 €"
1135,2021-01-03,11:55,150333.0,GAL POMME 4P,1.0,"8,00 €"
1136,2021-01-03,11:55,150333.0,VIK BREAD,1.0,"2,50 €"
1139,2021-01-03,11:57,150334.0,COUPE,1.0,"0,15 €"
1140,2021-01-03,11:57,150334.0,CEREAL BAGUETTE,1.0,"1,25 €"
1141,2021-01-03,11:57,150334.0,COMPLET,1.0,"1,50 €"
1144,2021-01-03,11:58,150335.0,CAMPAGNE,1.0,"1,80 €"
1147,2021-01-03,11:58,150336.0,BANETTE,1.0,"1,05 €"
1150,2021-01-03,11:59,150337.0,BANETTE,2.0,"1,05 €"
1153,2021-01-03,12:00,150338.0,GAL FRANGIPANE 6P,1.0,"12,00 €"
1156,2021-01-03,12:00,150339.0,BANETTE,3.0,"1,05 €"
1159,2021-01-03,12:02,150340.0,BOULE POLKA,2.0,"1,60 €"
1160,2021-01-03,12:02,150340.0,COUPE,2.0,"0,15 €"
1163,2021-01-03,12:02,150341.0,BAGUETTE,1.0,"0,90 €"
1166,2021-01-03,12:04,150342.0,COUPE,1.0,"0,15 €"
1167,2021-01-03,12:04,150342.0,BANETTE,2.0,"1,05 €"
1168,2021-01-03,12:04,150342.0,BOULE 400G,1.0,"1,50 €"
1169,2021-01-03,12:04,150342.0,GAL POMME 4P,2.0,"8,00 €"
1172,2021-01-03,12:05,150343.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1173,2021-01-03,12:05,150343.0,GAL FRANGIPANE 6P,1.0,"12,00 €"
1176,2021-01-03,12:05,150344.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1179,2021-01-03,12:06,150345.0,SPECIAL BREAD,1.0,"2,40 €"
1180,2021-01-03,12:06,150345.0,COUPE,1.0,"0,15 €"
1183,2021-01-03,12:07,150346.0,BOULE 400G,1.0,"1,50 €"
1184,2021-01-03,12:07,150346.0,COUPE,1.0,"0,15 €"
1187,2021-01-03,12:07,150347.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1188,2021-01-03,12:07,150347.0,DIVERS VIENNOISERIE,1.0,"4,00 €"
1191,2021-01-03,12:09,150348.0,COUPE,1.0,"0,15 €"
1192,2021-01-03,12:09,150348.0,GAL POMME 4P,1.0,"8,00 €"
1193,2021-01-03,12:09,150348.0,SUCETTE,4.0,"0,30 €"
1194,2021-01-03,12:09,150348.0,COMPLET,1.0,"1,50 €"
1195,2021-01-03,12:09,150348.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1198,2021-01-03,12:10,150349.0,COMPLET,1.0,"1,50 €"
1199,2021-01-03,12:10,150349.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1200,2021-01-03,12:10,150349.0,BANETTINE,1.0,"0,60 €"
1203,2021-01-03,12:10,150350.0,PAIN BANETTE,1.0,"1,40 €"
1206,2021-01-03,12:10,150351.0,BANETTINE,1.0,"0,60 €"
1207,2021-01-03,12:10,150351.0,COUPE,1.0,"0,15 €"
1208,2021-01-03,12:10,150351.0,BOULE 400G,1.0,"1,50 €"
1211,2021-01-03,12:11,150352.0,BANETTE,3.0,"1,05 €"
1214,2021-01-03,12:11,150353.0,SPECIAL BREAD,1.0,"2,40 €"
1217,2021-01-03,12:12,150354.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1218,2021-01-03,12:12,150354.0,DIVERS VIENNOISERIE,1.0,"4,00 €"
1221,2021-01-03,12:12,150355.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1224,2021-01-03,12:13,150356.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1225,2021-01-03,12:13,150356.0,GAL POMME 4P,1.0,"8,00 €"
1228,2021-01-03,12:14,150357.0,GAL POMME 4P,1.0,"8,00 €"
1231,2021-01-03,12:15,150358.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1234,2021-01-03,12:18,150359.0,COUPE,1.0,"0,15 €"
1235,2021-01-03,12:18,150359.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1236,2021-01-03,12:18,150359.0,BOULE 400G,1.0,"1,50 €"
1239,2021-01-03,12:19,150360.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1242,2021-01-03,12:20,150361.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1245,2021-01-03,12:20,150362.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
1248,2021-01-03,12:21,150363.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1249,2021-01-03,12:21,150363.0,COUPE,1.0,"0,15 €"
1250,2021-01-03,12:21,150363.0,VIK BREAD,1.0,"2,50 €"
1253,2021-01-03,12:22,150364.0,CAMPAGNE,1.0,"1,80 €"
1254,2021-01-03,12:22,150364.0,COUPE,1.0,"0,15 €"
1255,2021-01-03,12:22,150364.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1258,2021-01-03,12:23,150365.0,DIVERS VIENNOISERIE,1.0,"4,00 €"
1261,2021-01-03,12:23,150366.0,SPECIAL BREAD,1.0,"2,40 €"
1264,2021-01-03,12:24,150367.0,FICELLE,1.0,"0,60 €"
1267,2021-01-03,12:24,150368.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1270,2021-01-03,12:25,150369.0,MOISSON,1.0,"2,00 €"
1271,2021-01-03,12:25,150369.0,COUPE,1.0,"0,15 €"
1274,2021-01-03,12:25,150370.0,DEMI BAGUETTE,1.0,"0,45 €"
1275,2021-01-03,12:25,150370.0,BAGUETTE,1.0,"0,90 €"
1278,2021-01-03,12:26,150371.0,BAGUETTE,1.0,"0,90 €"
1279,2021-01-03,12:26,150371.0,GAL POMME 6P,1.0,"12,00 €"
1282,2021-01-03,12:27,150372.0,GAL POMME 4P,1.0,"8,00 €"
1283,2021-01-03,12:27,150372.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1286,2021-01-03,12:28,150373.0,GAL POMME 6P,1.0,"12,00 €"
1289,2021-01-03,12:29,150374.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1292,2021-01-03,12:30,150375.0,GAL POMME 4P,1.0,"8,00 €"
1293,2021-01-03,12:30,150375.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1296,2021-01-03,12:30,150376.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1299,2021-01-03,12:31,150377.0,BAGUETTE,2.0,"0,90 €"
1300,2021-01-03,12:31,150377.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1303,2021-01-03,12:31,150378.0,BAGUETTE GRAINE,1.0,"1,30 €"
1304,2021-01-03,12:31,150378.0,CEREAL BAGUETTE,1.0,"1,25 €"
1307,2021-01-03,12:32,150379.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1308,2021-01-03,12:32,150379.0,SPECIAL BREAD,1.0,"2,40 €"
1311,2021-01-03,12:33,150380.0,GAL POMME 6P,1.0,"12,00 €"
1312,2021-01-03,12:33,150380.0,COUPE,1.0,"0,15 €"
1313,2021-01-03,12:33,150380.0,CAMPAGNE,1.0,"1,80 €"
1316,2021-01-03,12:34,150381.0,CROISSANT,2.0,"1,10 €"
1317,2021-01-03,12:34,150381.0,BAGUETTE,2.0,"0,90 €"
1320,2021-01-03,12:34,150382.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1323,2021-01-03,12:35,150383.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
1326,2021-01-03,12:35,150384.0,BOULE 400G,1.0,"1,50 €"
1327,2021-01-03,12:35,150384.0,COUPE,1.0,"0,15 €"
1330,2021-01-03,12:36,150385.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1333,2021-01-03,12:37,150386.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1336,2021-01-03,12:37,150387.0,TRADITIONAL BAGUETTE,3.0,"1,20 €"
1339,2021-01-03,12:38,150388.0,COUPE,1.0,"0,15 €"
1340,2021-01-03,12:38,150388.0,MOISSON,1.0,"2,00 €"
1343,2021-01-03,12:38,150389.0,BANETTE,3.0,"1,05 €"
1346,2021-01-03,12:39,150390.0,MOISSON,1.0,"2,00 €"
1349,2021-01-03,12:40,150391.0,PAIN BANETTE,1.0,"1,40 €"
1352,2021-01-03,12:41,150392.0,DEMI BAGUETTE,1.0,"0,45 €"
1353,2021-01-03,12:41,150392.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1356,2021-01-03,12:42,150393.0,COUPE,1.0,"0,15 €"
1357,2021-01-03,12:42,150393.0,COMPLET,1.0,"1,50 €"
1360,2021-01-03,12:43,150394.0,TRADITIONAL BAGUETTE,4.0,"1,20 €"
1361,2021-01-03,12:43,150394.0,SPECIAL BREAD,1.0,"2,40 €"
1362,2021-01-03,12:43,150394.0,COUPE,1.0,"0,15 €"
1365,2021-01-03,12:43,150395.0,BANETTE,1.0,"1,05 €"
1368,2021-01-03,12:43,150396.0,SPECIAL BREAD,1.0,"2,40 €"
1371,2021-01-03,12:44,150397.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1374,2021-01-03,12:46,150398.0,GAL POMME 6P,1.0,"12,00 €"
1375,2021-01-03,12:46,150398.0,COUPE,1.0,"0,15 €"
1376,2021-01-03,12:46,150398.0,BOULE 400G,1.0,"1,50 €"
1377,2021-01-03,12:46,150398.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1380,2021-01-03,12:47,150399.0,BANETTE,2.0,"1,05 €"
1383,2021-01-03,12:48,150400.0,PAIN,1.0,"1,15 €"
1384,2021-01-03,12:48,150400.0,GAL POMME 6P,1.0,"12,00 €"
1387,2021-01-03,12:50,150401.0,PAIN AUX RAISINS,2.0,"1,40 €"
1390,2021-01-03,12:50,150402.0,GAL POMME 4P,1.0,"8,00 €"
1393,2021-01-03,12:51,150403.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1396,2021-01-03,12:52,150404.0,GAL POMME 6P,1.0,"12,00 €"
1399,2021-01-03,12:53,150405.0,COUPE,1.0,"0,15 €"
1400,2021-01-03,12:53,150405.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1401,2021-01-03,12:53,150405.0,BOULE 200G,1.0,"1,10 €"
1404,2021-01-03,12:53,150406.0,PAIN BANETTE,2.0,"1,40 €"
1407,2021-01-03,12:53,150407.0,TRADITIONAL BAGUETTE,2.0,"1,20 €"
1410,2021-01-03,12:55,150408.0,CHAUSSON AUX POMMES,1.0,"1,40 €"
1411,2021-01-03,12:55,150408.0,SPECIAL BREAD,1.0,"2,40 €"
1412,2021-01-03,12:55,150408.0,COUPE,1.0,"0,15 €"
1413,2021-01-03,12:55,150408.0,BAGUETTE,1.0,"0,90 €"
1414,2021-01-03,12:55,150408.0,GRAND FAR BRETON,1.0,"7,00 €"
1415,2021-01-03,12:55,150408.0,PAIN AUX RAISINS,1.0,"1,40 €"
1418,2021-01-03,12:56,150409.0,BAGUETTE,1.0,"0,90 €"
1421,2021-01-03,12:56,150410.0,VIK BREAD,2.0,"2,50 €"
1422,2021-01-03,12:56,150410.0,COUPE,1.0,"0,15 €"
1425,2021-01-03,12:57,150411.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1428,2021-01-03,12:57,150412.0,TRADITIONAL BAGUETTE,1.0,"1,20 €"
1431,2021-01-03,12:57,150413.0,TRADITIONAL BAGUETTE,6.0,"1,20 €"
